TUBERCULOSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Outra doença
Período:2010
"Município de notificação";"Ign/Branco";"Sim";"Não";"Total"
"313490 JACUTINGA";-;-;3;3
"313505 JAIBA";5;2;4;11
"313507 JAMPRUCA";-;-;1;1
"313510 JANAUBA";1;1;8;10
"313520 JANUARIA";4;1;5;10
"313535 JAPONVAR";2;-;-;2
"313540 JECEABA";-;-;1;1
"313545 JENIPAPO DE MINAS";-;-;1;1
"313550 JEQUERI";1;-;-;1
"313560 JEQUITAI";1;1;-;2
"313570 JEQUITIBA";-;1;-;1
"313580 JEQUITINHONHA";1;1;4;6
"313600 JOAIMA";3;-;-;3
"313610 JOANESIA";-;-;1;1
"313620 JOAO MONLEVADE";-;-;10;10
"313630 JOAO PINHEIRO";6;1;2;9
"313640 JOAQUIM FELICIO";-;-;2;2
"313650 JORDANIA";2;-;1;3
"313652 JOSE GONCALVES DE MINAS";-;-;1;1
"313660 NOVA UNIAO";1;-;-;1
"313665 JUATUBA";-;-;1;1
"313670 JUIZ DE FORA";84;33;95;212
"313690 JURUAIA";-;-;1;1
"313695 JUVENILIA";-;-;2;2
"313700 LADAINHA";-;1;1;2
"313720 LAGOA DA PRATA";1;2;2;5
"313730 LAGOA DOS PATOS";-;-;1;1
"313753 LAGOA GRANDE";1;-;-;1
"313760 LAGOA SANTA";6;1;3;10
"313770 LAJINHA";-;2;4;6
"313780 LAMBARI";-;-;1;1
"313800 LARANJAL";1;1;-;2
"313810 LASSANCE";-;-;2;2
"313820 LAVRAS";14;1;3;18
"313830 LEANDRO FERREIRA";-;1;-;1
"313840 LEOPOLDINA";11;2;3;16
"313860 LIMA DUARTE";5;-;-;5
"313862 LIMEIRA DO OESTE";-;-;1;1
"313865 LONTRA";1;1;-;2
"313868 LUISLANDIA";2;-;1;3
"313870 LUMINARIAS";-;-;1;1
"313880 LUZ";-;1;5;6
"313890 MACHACALIS";-;1;2;3
"313900 MACHADO";-;-;10;10
"313920 MALACACHETA";-;1;4;5
"313930 MANGA";3;1;4;8
"313940 MANHUACU";-;4;14;18
"313950 MANHUMIRIM";-;-;2;2
"313960 MANTENA";-;1;5;6
"313980 MAR DE ESPANHA";-;2;2;4
"314000 MARIANA";2;1;9;12
"314010 MARILAC";1;-;3;4
"314050 MARTINHO CAMPOS";1;-;-;1
"314055 MATA VERDE";-;-;1;1
"314080 MATIAS BARBOSA";-;1;1;2
"314085 MATIAS CARDOSO";3;-;-;3
"314090 MATIPO";-;-;1;1
"314110 MATOZINHOS";-;-;1;1
"314140 MEDINA";1;1;2;4
"314160 MERCES";-;2;3;5
"314170 MESQUITA";1;-;1;2
"314180 MINAS NOVAS";2;1;1;4
"314200 MIRABELA";1;-;1;2
"314210 MIRADOURO";-;1;-;1
"314220 MIRAI";-;1;-;1
"314225 MIRAVANIA";4;-;3;7
"314240 MOEMA";1;-;-;1
"314250 MONJOLOS";-;-;1;1
"314270 MONTALVANIA";-;-;2;2
"314280 MONTE ALEGRE DE MINAS";2;1;-;3
"314290 MONTE AZUL";2;-;1;3
"314310 MONTE CARMELO";-;1;2;3
"314320 MONTE SANTO DE MINAS";-;2;3;5
"314330 MONTES CLAROS";29;15;76;120
"314340 MONTE SIAO";-;-;2;2
"314350 MORADA NOVA DE MINAS";-;-;1;1
"314390 MURIAE";-;3;33;36
"314400 MUTUM";-;-;6;6
"314410 MUZAMBINHO";-;-;1;1
"314430 NANUQUE";4;2;11;17
"314460 NEPOMUCENO";1;-;-;1
"314465 NINHEIRA";-;-;1;1
"314470 NOVA ERA";-;-;13;13
"314480 NOVA LIMA";7;8;20;35
"314510 NOVA RESENDE";-;-;1;1
"314520 NOVA SERRANA";3;1;4;8
"314530 NOVO CRUZEIRO";1;1;7;9
"314535 NOVO ORIENTE DE MINAS";3;1;4;8
"314540 OLARIA";1;-;-;1
"314545 OLHOS-D'AGUA";1;-;-;1
"314550 OLIMPIO NORONHA";1;-;-;1
"314560 OLIVEIRA";1;2;-;3
"314590 OURO BRANCO";-;1;2;3
"314600 OURO FINO";1;-;4;5
"314610 OURO PRETO";6;2;5;13
"314620 OURO VERDE DE MINAS";-;-;1;1
"314630 PADRE PARAISO";2;1;5;8
"314670 PALMA";1;-;-;1
"314675 PALMOPOLIS";-;-;6;6
"314690 PAPAGAIOS";-;1;-;1
"314700 PARACATU";4;1;6;11
"314710 PARA DE MINAS";1;2;9;12
"314720 PARAGUACU";-;1;3;4
"314730 PARAISOPOLIS";-;-;1;1
"314740 PARAOPEBA";2;1;-;3
"314750 PASSABEM";-;2;2;4
"314760 PASSA QUATRO";2;1;1;4
"314790 PASSOS";8;2;8;18
"314795 PATIS";1;-;1;2
"314800 PATOS DE MINAS";-;5;7;12
"314810 PATROCINIO";1;-;5;6
"314840 PAULISTAS";-;1;-;1
"314850 PAVAO";-;-;1;1
"314860 PECANHA";1;-;1;2
"314870 PEDRA AZUL";1;1;3;5
"314875 PEDRA BONITA";-;-;1;1
"314915 PEDRAS DE MARIA DA CRUZ";-;1;-;1
"314930 PEDRO LEOPOLDO";5;-;8;13
"314960 PEQUI";1;-;-;1
"314980 PERDIZES";1;-;1;2
"314990 PERDOES";4;-;-;4
"314995 PERIQUITO";-;1;-;1
"315000 PESCADOR";-;-;1;1
"315020 PIEDADE DE PONTE NOVA";1;-;-;1
"315057 PINTOPOLIS";-;1;2;3
"315100 PIRANGUINHO";-;-;1;1
"315110 PIRAPETINGA";1;-;1;2
"315120 PIRAPORA";6;1;10;17
"315130 PIRAUBA";1;-;2;3
"315140 PITANGUI";6;1;3;10
"315150 PIUMHI";-;2;3;5
"315160 PLANURA";-;-;1;1
"315170 POCO FUNDO";-;-;1;1
"315180 POCOS DE CALDAS";4;8;16;28
"315200 POMPEU";4;-;2;6
"315210 PONTE NOVA";12;2;17;31
"315217 PONTO DOS VOLANTES";-;-;1;1
"315220 PORTEIRINHA";3;2;3;8
"315230 PORTO FIRME";-;2;-;2
"315240 POTE";1;-;2;3
"315250 POUSO ALEGRE";1;3;20;24
"315260 POUSO ALTO";1;-;-;1
"315280 PRATA";2;-;1;3
"315290 PRATAPOLIS";-;-;1;1
"315300 PRATINHA";-;-;1;1
"315390 RAPOSOS";1;1;1;3
"315400 RAUL SOARES";1;-;2;3
"315410 RECREIO";1;-;-;1
"315415 REDUTO";-;-;1;1
"315420 RESENDE COSTA";-;-;2;2
"315430 RESPLENDOR";-;-;2;2
"315450 RIACHO DOS MACHADOS";2;-;-;2
"315460 RIBEIRAO DAS NEVES";21;1;44;66
"315480 RIO ACIMA";3;-;-;3
"315490 RIO CASCA";4;-;1;5
"315510 RIO DO PRADO";-;-;1;1
"315570 RIO PIRACICABA";-;-;1;1
"315580 RIO POMBA";-;-;3;3
"315600 RIO VERMELHO";4;-;1;5
"315640 ROMARIA";-;1;-;1
"315650 RUBELITA";1;-;-;1
"315670 SABARA";-;-;31;31
"315680 SABINOPOLIS";4;1;-;5
"315690 SACRAMENTO";-;-;1;1
"315700 SALINAS";-;2;4;6
"315710 SALTO DA DIVISA";-;-;1;1
"315720 SANTA BARBARA";-;2;6;8
"315725 SANTA BARBARA DO LESTE";1;-;-;1
"315740 SANTA CRUZ DO ESCALVADO";1;-;-;1
"315760 SANTA FE DE MINAS";2;-;-;2
"315765 SANTA HELENA DE MINAS";-;-;2;2
"315770 SANTA JULIANA";1;-;2;3
"315780 SANTA LUZIA";11;6;21;38
"315790 SANTA MARGARIDA";-;2;6;8
"315800 SANTA MARIA DE ITABIRA";1;2;3;6
"315810 SANTA MARIA DO SALTO";4;-;5;9
"315820 SANTA MARIA DO SUACUI";-;-;3;3
"315895 SANTANA DO PARAISO";-;-;1;1
"315920 SANTA RITA DE CALDAS";-;-;1;1
"315960 SANTA RITA DO SAPUCAI";1;-;4;5
"315980 SANTA VITORIA";-;3;5;8
"315990 SANTO ANTONIO DO AMPARO";3;-;2;5
"316010 SANTO ANTONIO DO GRAMA";1;-;-;1
"316030 SANTO ANTONIO DO JACINTO";-;1;3;4
"316040 SANTO ANTONIO DO MONTE";1;1;2;4
"316045 SANTO ANTONIO DO RETIRO";-;-;1;1
"316070 SANTOS DUMONT";5;-;-;5
"316080 SAO BENTO ABADE";-;1;-;1
"316100 SAO DOMINGOS DO PRATA";-;-;1;1
"316110 SAO FRANCISCO";10;2;3;15
"316140 SAO FRANCISCO DO GLORIA";-;-;2;2
"316150 SAO GERALDO";-;-;1;1
"316190 SAO GONCALO DO RIO ABAIXO";-;3;-;3
"316200 SAO GONCALO DO SAPUCAI";4;1;1;6
"316210 SAO GOTARDO";4;2;5;11
"316240 SAO JOAO DA PONTE";-;3;-;3
"316245 SAO JOAO DAS MISSOES";5;1;-;6
"316250 SAO JOAO DEL REI";5;8;10;23
"316257 SAO JOAO DO MANTENINHA";-;-;1;1
"316270 SAO JOAO DO PARAISO";1;-;-;1
"316280 SAO JOAO EVANGELISTA";1;-;1;2
"316290 SAO JOAO NEPOMUCENO";1;1;2;4
"316292 SAO JOAQUIM DE BICAS";1;1;-;2
"316294 SAO JOSE DA BARRA";-;-;5;5
"316330 SAO JOSE DO DIVINO";-;-;3;3
"316340 SAO JOSE DO GOIABAL";-;1;1;2
"316350 SAO JOSE DO JACURI";-;-;1;1
"316360 SAO JOSE DO MANTIMENTO";-;-;1;1
"316370 SAO LOURENCO";5;2;4;11
"316400 SAO PEDRO DOS FERROS";-;-;1;1
"316440 SAO SEBASTIAO DA BELA VISTA";-;-;1;1
"316447 SAO SEBASTIAO DO ANTA";-;-;2;2
"316450 SAO SEBASTIAO DO MARANHAO";-;-;4;4
"316470 SAO SEBASTIAO DO PARAISO";-;3;5;8
"316500 SAO TIAGO";-;-;2;2
"316510 SAO TOMAS DE AQUINO";-;-;1;1
"316520 SAO THOME DAS LETRAS";1;1;1;3
"316530 SAO VICENTE DE MINAS";-;-;1;1
"316553 SARZEDO";-;-;2;2
"316555 SETUBINHA";-;-;2;2
"316630 SERICITA";-;-;8;8
"316670 SERRA DOS AIMORES";1;-;2;3
"316690 SERRANIA";-;-;3;3
"316710 SERRO";-;-;3;3
"316720 SETE LAGOAS";2;7;35;44
"316780 SOLEDADE DE MINAS";-;1;-;1
"316800 TAIOBEIRAS";1;-;3;4
"316805 TAPARUBA";-;-;2;2
"316810 TAPIRA";-;-;1;1
"316840 TARUMIRIM";-;1;-;1
"316850 TEIXEIRAS";1;-;1;2
"316860 TEOFILO OTONI";11;4;41;56
"316870 TIMOTEO";2;-;11;13
"316890 TIROS";-;-;1;1
"316900 TOCANTINS";-;1;6;7
"316905 TOCOS DO MOJI";-;-;1;1
"316920 TOMBOS";-;1;2;3
"316930 TRES CORACOES";-;6;21;27
"316935 TRES MARIAS";-;-;3;3
"316940 TRES PONTAS";3;1;-;4
"316950 TUMIRITINGA";-;1;1;2
"316970 TURMALINA";1;1;2;4
"316990 UBA";2;6;37;45
"317005 UBAPORANGA";3;-;-;3
"317010 UBERABA";5;22;38;65
"317020 UBERLANDIA";14;7;45;66
"317040 UNAI";1;-;12;13
"317050 URUCANIA";1;-;1;2
"317065 VARGEM GRANDE DO RIO PARDO";1;-;-;1
"317070 VARGINHA";5;7;20;32
"317075 VARJAO DE MINAS";1;-;-;1
"317080 VARZEA DA PALMA";2;1;4;7
"317090 VARZELANDIA";1;-;1;2
"317100 VAZANTE";-;-;2;2
"317103 VERDELANDIA";2;1;1;4
"317120 VESPASIANO";9;1;18;28
"317130 VICOSA";7;2;-;9
"317140 VIEIRAS";-;1;-;1
"317160 VIRGEM DA LAPA";-;-;2;2
"317170 VIRGINIA";1;-;-;1
"317190 VIRGOLANDIA";-;1;2;3
"317200 VISCONDE DO RIO BRANCO";-;2;11;13
"317210 VOLTA GRANDE";1;-;-;1
"320010 AFONSO CLAUDIO";2;1;1;4
"320013 AGUIA BRANCA";-;-;1;1
"320016 AGUA DOCE DO NORTE";2;1;2;5
"320020 ALEGRE";-;-;10;10
"320030 ALFREDO CHAVES";1;-;-;1
"320035 ALTO RIO NOVO";-;1;2;3
"320040 ANCHIETA";1;-;1;2
"320050 APIACA";-;1;-;1
"320060 ARACRUZ";20;3;3;26
"320070 ATILIO VIVACQUA";-;-;5;5
"320080 BAIXO GUANDU";7;-;5;12
"320090 BARRA DE SAO FRANCISCO";-;-;7;7
"320100 BOA ESPERANCA";3;-;2;5
"320110 BOM JESUS DO NORTE";-;3;2;5
"320120 CACHOEIRO DE ITAPEMIRIM";-;5;70;75
"320130 CARIACICA";60;36;52;148
"320140 CASTELO";3;3;4;10
"320150 COLATINA";5;4;26;35
"320160 CONCEICAO DA BARRA";2;4;9;15
"320170 CONCEICAO DO CASTELO";-;-;1;1
"320190 DOMINGOS MARTINS";1;-;3;4
"320200 DORES DO RIO PRETO";-;-;4;4
"320210 ECOPORANGA";-;-;2;2
"320220 FUNDAO";3;-;3;6
"320225 GOVERNADOR LINDENBERG";-;-;1;1
"320230 GUACUI";4;-;1;5
"320240 GUARAPARI";20;-;20;40
"320245 IBATIBA";-;-;1;1
"320265 IRUPI";-;-;2;2
"320270 ITAGUACU";-;-;4;4
"320280 ITAPEMIRIM";-;1;15;16
"320300 IUNA";-;1;5;6
"320305 JAGUARE";5;1;1;7
"320310 JERONIMO MONTEIRO";1;-;2;3
"320313 JOAO NEIVA";-;3;2;5
"320320 LINHARES";-;2;42;44
"320330 MANTENOPOLIS";1;-;2;3
"320332 MARATAIZES";9;3;11;23
"320334 MARECHAL FLORIANO";1;-;5;6
"320335 MARILANDIA";-;1;-;1
"320340 MIMOSO DO SUL";-;-;2;2
"320350 MONTANHA";3;3;4;10
"320360 MUCURICI";-;-;1;1
"320380 MUQUI";1;-;-;1
"320390 NOVA VENECIA";2;2;7;11
"320400 PANCAS";1;-;1;2
"320405 PEDRO CANARIO";3;-;1;4
"320410 PINHEIROS";7;-;2;9
"320420 PIUMA";-;-;1;1
"320425 PONTO BELO";-;-;3;3
"320435 RIO BANANAL";-;-;1;1
"320440 RIO NOVO DO SUL";-;-;2;2
"320450 SANTA LEOPOLDINA";5;-;1;6
"320460 SANTA TERESA";-;4;2;6
"320465 SAO DOMINGOS DO NORTE";-;1;3;4
"320470 SAO GABRIEL DA PALHA";1;1;7;9
"320480 SAO JOSE DO CALCADO";-;-;2;2
"320490 SAO MATEUS";4;3;27;34
"320495 SAO ROQUE DO CANAA";-;-;1;1
"320500 SERRA";123;16;71;210
"320501 SOORETAMA";-;-;7;7
"320503 VARGEM ALTA";-;1;3;4
"320510 VIANA";-;2;79;81
"320517 VILA VALERIO";-;1;1;2
"320520 VILA VELHA";62;24;88;174
"320530 VITORIA";57;73;207;337
"330010 ANGRA DOS REIS";15;14;63;92
"330015 APERIBE";1;-;2;3
"330020 ARARUAMA";21;5;20;46
"330022 AREAL";-;-;2;2
"330023 ARMACAO DOS BUZIOS";11;-;1;12
"330025 ARRAIAL DO CABO";10;1;4;15
"330030 BARRA DO PIRAI";9;-;14;23
"330040 BARRA MANSA";1;24;38;63
"330045 BELFORD ROXO";111;16;225;352
"330050 BOM JARDIM";1;-;-;1
"330060 BOM JESUS DO ITABAPOANA";3;5;21;29
"330070 CABO FRIO";1;-;105;106
"330080 CACHOEIRAS DE MACACU";3;-;14;17
"330090 CAMBUCI";-;1;1;2
"330093 CARAPEBUS";1;-;-;1
"330095 COMENDADOR LEVY GASPARIAN";1;1;-;2
"330100 CAMPOS DOS GOYTACAZES";72;40;41;153
"330110 CANTAGALO";-;-;7;7
"330115 CARDOSO MOREIRA";1;-;-;1
"330120 CARMO";1;2;4;7
"330130 CASIMIRO DE ABREU";3;-;-;3
"330140 CONCEICAO DE MACABU";3;-;1;4
"330150 CORDEIRO";-;-;8;8
"330160 DUAS BARRAS";2;-;4;6
"330170 DUQUE DE CAXIAS";379;117;583;1079
"330180 ENGENHEIRO PAULO DE FRONTIN";1;-;8;9
"330185 GUAPIMIRIM";17;1;5;23
"330187 IGUABA GRANDE";3;1;6;10
"330190 ITABORAI";11;6;121;138
"330200 ITAGUAI";43;3;13;59
"330205 ITALVA";-;1;7;8
"330210 ITAOCARA";2;-;-;2
"330220 ITAPERUNA";5;2;40;47
"330225 ITATIAIA";6;-;-;6
"330227 JAPERI";77;2;1;80
"330230 LAJE DO MURIAE";1;-;3;4
"330240 MACAE";76;4;26;106
"330250 MAGE";194;8;4;206
"330260 MANGARATIBA";2;-;29;31
"330270 MARICA";9;2;56;67
"330280 MENDES";2;-;8;10
"330285 MESQUITA";1;72;66;139
"330290 MIGUEL PEREIRA";-;1;5;6
"330300 MIRACEMA";11;-;3;14
"330310 NATIVIDADE";1;-;7;8
"330320 NILOPOLIS";114;9;34;157
"330330 NITEROI";110;201;346;657
"330340 NOVA FRIBURGO";29;3;23;55
"330350 NOVA IGUACU";498;28;170;696
"330360 PARACAMBI";103;-;14;117
"330370 PARAIBA DO SUL";2;-;9;11
"330380 PARATY";-;-;14;14
"330385 PATY DO ALFERES";3;-;4;7
"330390 PETROPOLIS";3;5;120;128
"330395 PINHEIRAL";-;1;9;10
"330400 PIRAI";1;1;16;18
"330410 PORCIUNCULA";3;2;2;7
"330411 PORTO REAL";2;-;1;3
"330412 QUATIS";-;1;4;5
"330414 QUEIMADOS";-;4;101;105
"330415 QUISSAMA";2;-;1;3
"330420 RESENDE";14;-;26;40
"330430 RIO BONITO";9;1;25;35
"330440 RIO CLARO";2;-;2;4
"330450 RIO DAS FLORES";3;-;1;4
"330452 RIO DAS OSTRAS";34;6;9;49
"330455 RIO DE JANEIRO";2342;964;4393;7699
"330460 SANTA MARIA MADALENA";-;1;-;1
"330470 SANTO ANTONIO DE PADUA";2;1;10;13
"330475 SAO FRANCISCO DE ITABAPOANA";9;1;-;10
"330480 SAO FIDELIS";1;-;4;5
"330490 SAO GONCALO";48;157;374;579
"330500 SAO JOAO DA BARRA";-;-;3;3
"330510 SAO JOAO DE MERITI";132;27;287;446
"330513 SAO JOSE DE UBA";-;-;1;1
"330515 SAO JOSE DO VALE DO RIO PRETO";2;1;1;4
"330520 SAO PEDRO DA ALDEIA";21;1;3;25
"330530 SAO SEBASTIAO DO ALTO";3;-;1;4
"330540 SAPUCAIA";4;-;1;5
"330550 SAQUAREMA";16;-;9;25
"330555 SEROPEDICA";14;-;17;31
"330560 SILVA JARDIM";7;-;1;8
"330570 SUMIDOURO";1;-;2;3
"330575 TANGUA";6;1;7;14
"330580 TERESOPOLIS";41;1;6;48
"330590 TRAJANO DE MORAES";1;-;-;1
"330600 TRES RIOS";23;3;6;32
"330610 VALENCA";11;-;4;15
"330620 VASSOURAS";-;1;20;21
"330630 VOLTA REDONDA";25;44;47;116
"350010 ADAMANTINA";-;1;4;5
"350030 AGUAI";-;2;10;12
"350050 AGUAS DE LINDOIA";-;-;2;2
"350060 AGUAS DE SAO PEDRO";-;-;1;1
"350070 AGUDOS";-;2;9;11
"350115 ALUMINIO";-;-;4;4
"350130 ALVARES MACHADO";-;-;4;4
"350140 ALVARO DE CARVALHO";-;-;21;21
"350160 AMERICANA";-;1;49;50
"350170 AMERICO BRASILIENSE";-;4;10;14
"350180 AMERICO DE CAMPOS";-;-;1;1
"350190 AMPARO";-;2;20;22
"350210 ANDRADINA";-;5;20;25
"350220 ANGATUBA";-;-;5;5
"350250 APARECIDA";-;-;20;20
"350270 APIAI";-;-;2;2
"350275 ARACARIGUAMA";-;1;8;9
"350280 ARACATUBA";-;-;22;22
"350290 ARACOIABA DA SERRA";-;-;5;5
"350315 ARAPEI";-;-;1;1
"350320 ARARAQUARA";-;4;36;40
"350330 ARARAS";-;-;35;35
"350340 AREALVA";-;-;1;1
"350380 ARTUR NOGUEIRA";-;-;5;5
"350390 ARUJA";-;3;17;20
"350400 ASSIS";-;4;31;35
"350410 ATIBAIA";-;4;31;35
"350440 AVANHANDAVA";-;-;13;13
"350450 AVARE";-;11;19;30
"350460 BADY BASSITT";-;-;3;3
"350470 BALBINOS";-;-;21;21
"350490 BANANAL";-;-;1;1
"350500 BARAO DE ANTONINA";-;-;1;1
"350510 BARBOSA";-;-;1;1
"350520 BARIRI";-;-;2;2
"350530 BARRA BONITA";-;-;7;7
"350540 BARRA DO TURVO";-;-;3;3
"350550 BARRETOS";-;1;47;48
"350560 BARRINHA";-;-;2;2
"350570 BARUERI";-;12;114;126
"350580 BASTOS";-;-;1;1
"350590 BATATAIS";-;-;2;2
"350600 BAURU";-;11;156;167
"350610 BEBEDOURO";-;3;11;14
"350620 BENTO DE ABREU";-;-;1;1
"350630 BERNARDINO DE CAMPOS";-;-;2;2
"350635 BERTIOGA";-;3;27;30
"350650 BIRIGUI";-;4;20;24
"350660 BIRITIBA-MIRIM";-;1;1;2
"350670 BOA ESPERANCA DO SUL";-;-;3;3
"350680 BOCAINA";-;1;1;2
"350690 BOFETE";-;1;-;1
"350700 BOITUVA";-;-;9;9
"350710 BOM JESUS DOS PERDOES";-;1;3;4
"350715 BOM SUCESSO DE ITARARE";-;-;2;2
"350720 BORA";-;-;1;1
"350745 BOREBI";-;-;1;1
"350750 BOTUCATU";-;23;31;54
"350760 BRAGANCA PAULISTA";-;2;26;28
"350770 BRAUNA";-;-;2;2
"350780 BRODOWSKI";-;1;1;2
"350790 BROTAS";-;-;3;3
"350800 BURI";-;1;4;5
"350810 BURITAMA";-;-;1;1
"350840 CABREUVA";-;2;4;6
"350850 CACAPAVA";-;2;31;33
"350860 CACHOEIRA PAULISTA";-;-;2;2
"350870 CACONDE";-;1;3;4
"350900 CAIEIRAS";-;1;16;17
"350910 CAIUA";-;-;6;6
"350920 CAJAMAR";-;1;10;11
"350925 CAJATI";-;-;10;10
"350950 CAMPINAS";-;111;332;443
"350960 CAMPO LIMPO PAULISTA";-;5;18;23
"350970 CAMPOS DO JORDAO";-;-;8;8
"350990 CANANEIA";-;-;13;13
"351000 CANDIDO MOTA";-;-;2;2
"351015 CANITAR";-;1;3;4
"351020 CAPAO BONITO";-;2;9;11
"351030 CAPELA DO ALTO";-;-;3;3
"351040 CAPIVARI";-;2;15;17
"351050 CARAGUATATUBA";-;7;70;77
"351060 CARAPICUIBA";-;18;122;140
"351070 CARDOSO";-;-;1;1
"351080 CASA BRANCA";-;2;24;26
"351100 CASTILHO";-;-;2;2
"351110 CATANDUVA";-;3;27;30
"351120 CATIGUA";-;-;1;1
"351130 CEDRAL";-;-;2;2
"351140 CERQUEIRA CESAR";-;-;1;1
"351150 CERQUILHO";-;3;3;6
"351160 CESARIO LANGE";-;-;4;4
"351200 COLINA";-;1;3;4
"351220 CONCHAL";-;4;10;14
"351230 CONCHAS";-;2;2;4
"351250 COROADOS";-;-;2;2
"351280 COSMOPOLIS";-;-;7;7
"351300 COTIA";-;2;63;65
"351310 CRAVINHOS";-;-;1;1
"351340 CRUZEIRO";-;11;52;63
"351350 CUBATAO";-;11;136;147
"351360 CUNHA";-;-;4;4
"351370 DESCALVADO";-;-;5;5
"351380 DIADEMA";-;18;134;152
"351400 DOBRADA";-;-;1;1
"351410 DOIS CORREGOS";-;1;1;2
"351420 DOLCINOPOLIS";-;1;-;1
"351440 DRACENA";-;4;28;32
"351470 ECHAPORA";-;1;1;2
"351480 ELDORADO";-;1;3;4
"351500 EMBU DAS ARTES";-;15;83;98
"351510 EMBU-GUACU";-;4;26;30
"351515 ENGENHEIRO COELHO";-;-;2;2
"351518 ESPIRITO SANTO DO PINHAL";-;1;7;8
"351519 ESPIRITO SANTO DO TURVO";-;2;3;5
"351535 EUCLIDES DA CUNHA PAULISTA";-;-;2;2
"351540 FARTURA";-;-;4;4
"351550 FERNANDOPOLIS";-;6;11;17
"351565 FERNAO";-;-;1;1
"351570 FERRAZ DE VASCONCELOS";-;1;69;70
"351600 FLORIDA PAULISTA";-;1;24;25
"351610 FLORINIA";-;-;2;2
"351620 FRANCA";-;22;36;58
"351630 FRANCISCO MORATO";-;1;50;51
"351640 FRANCO DA ROCHA";-;4;59;63
"351670 GARCA";-;3;6;9
"351680 GASTAO VIDIGAL";-;1;3;4
"351685 GAVIAO PEIXOTO";-;-;1;1
"351690 GENERAL SALGADO";-;-;2;2
"351700 GETULINA";-;2;33;35
"351730 GUAIMBE";-;-;1;1
"351740 GUAIRA";-;1;6;7
"351750 GUAPIACU";-;1;1;2
"351760 GUAPIARA";-;2;-;2
"351770 GUARA";-;3;5;8
"351790 GUARACI";-;-;2;2
"351810 GUARANTA";-;-;1;1
"351820 GUARARAPES";-;2;3;5
"351830 GUARAREMA";-;-;5;5
"351840 GUARATINGUETA";-;7;24;31
"351850 GUAREI";-;-;26;26
"351860 GUARIBA";-;-;2;2
"351870 GUARUJA";-;9;245;254
"351880 GUARULHOS";-;65;369;434
"351900 HERCULANDIA";-;-;1;1
"351907 HORTOLANDIA";-;3;61;64
"351925 IARAS";-;-;5;5
"351930 IBATE";-;1;1;2
"351940 IBIRA";-;-;2;2
"351950 IBIRAREMA";-;-;1;1
"351960 IBITINGA";-;7;20;27
"351970 IBIUNA";-;4;11;15
"351990 IEPE";-;2;3;5
"352000 IGARACU DO TIETE";-;3;2;5
"352010 IGARAPAVA";-;1;3;4
"352020 IGARATA";-;1;-;1
"352030 IGUAPE";-;2;16;18
"352040 ILHABELA";-;2;12;14
"352042 ILHA COMPRIDA";-;-;3;3
"352044 ILHA SOLTEIRA";-;-;1;1
"352050 INDAIATUBA";-;2;33;35
"352090 IPAUSSU";-;-;3;3
"352100 IPERO";-;1;20;21
"352110 IPEUNA";-;-;1;1
"352130 IPUA";-;-;4;4
"352140 IRACEMAPOLIS";-;2;3;5
"352150 IRAPUA";1;-;-;1
"352160 IRAPURU";-;-;17;17
"352180 ITAI";-;1;8;9
"352200 ITAJU";-;-;1;1
"352210 ITANHAEM";-;10;68;78
"352215 ITAOCA";-;-;1;1
"352220 ITAPECERICA DA SERRA";-;5;55;60
"352230 ITAPETININGA";-;4;58;62
"352240 ITAPEVA";-;4;28;32
"352250 ITAPEVI";-;17;102;119
"352260 ITAPIRA";-;2;19;21
"352265 ITAPIRAPUA PAULISTA";-;-;1;1
"352270 ITAPOLIS";-;2;3;5
"352280 ITAPORANGA";-;1;5;6
"352290 ITAPUI";-;1;5;6
"352300 ITAPURA";-;-;1;1
"352310 ITAQUAQUECETUBA";-;11;115;126
"352320 ITARARE";-;1;8;9
"352330 ITARIRI";-;-;7;7
"352340 ITATIBA";-;-;22;22
"352360 ITIRAPINA";-;-;37;37
"352370 ITIRAPUA";-;-;1;1
"352390 ITU";-;4;46;50
"352400 ITUPEVA";-;-;5;5
"352410 ITUVERAVA";-;3;5;8
"352430 JABOTICABAL";-;1;8;9
"352440 JACAREI";-;5;61;66
"352450 JACI";-;1;3;4
"352460 JACUPIRANGA";-;-;2;2
"352470 JAGUARIUNA";-;2;13;15
"352480 JALES";-;2;3;5
"352500 JANDIRA";-;2;28;30
"352510 JARDINOPOLIS";-;-;3;3
"352520 JARINU";-;1;5;6
"352530 JAU";-;3;22;25
"352550 JOANOPOLIS";-;-;2;2
"352570 JOSE BONIFACIO";-;1;1;2
"352580 JULIO MESQUITA";-;-;1;1
"352585 JUMIRIM";-;-;3;3
"352590 JUNDIAI";-;12;129;141
"352600 JUNQUEIROPOLIS";-;-;18;18
"352610 JUQUIA";-;-;3;3
"352620 JUQUITIBA";-;-;8;8
"352640 LARANJAL PAULISTA";-;2;6;8
"352650 LAVINIA";-;1;55;56
"352660 LAVRINHAS";-;-;1;1
"352670 LEME";-;6;25;31
"352680 LENCOIS PAULISTA";-;8;9;17
"352690 LIMEIRA";-;9;80;89
"352710 LINS";-;3;34;37
"352720 LORENA";-;-;17;17
"352730 LOUVEIRA";-;-;4;4
"352740 LUCELIA";-;-;20;20
"352750 LUCIANOPOLIS";-;-;2;2
